target,scenario,split,exclude_2020,model,features,n,periods,weighted_rmse,rmse,weighted_mae,mae,pearson,spearman,oos_r2
whip,season_to_next,reliever,True,pWHIP,pWHIP,1362,7,0.2204201402399207,0.24267062643749532,0.1704841812842529,0.1867213151384931,0.2574875790098791,0.26575743217657616,0.06611282758140347
whip,season_to_next,reliever,True,KBB,kbb,1362,7,0.21705802055518056,0.24054796390491137,0.1681577952129572,0.18532548460731174,0.29344827352548997,0.2798124206426478,0.09438514501924866
whip,season_to_next,reliever,True,KBB_reg_direct,KBB_reg_direct,1362,7,0.21681886652268023,0.24028596990487688,0.16791308310284853,0.18516782323063494,0.29782646027672577,0.280517188301729,0.09637965440836194
whip,season_to_next,reliever,True,KBB_reg_component,KBB_reg_component,1362,7,0.21778738871369677,0.24059194177804355,0.16827436937486254,0.18515005548648558,0.288206465396303,0.28150680943679196,0.08828874366882489
whip,season_to_next,reliever,True,CCR,CCR,1362,7,0.22239124984081532,0.24430552461559052,0.1715763051612117,0.18771504564344896,0.2281370999933008,0.23073226376343925,0.04933555278096313
whip,season_to_next,reliever,True,WSI_raw,wsi_raw,1362,7,0.2179642475324738,0.24085652717474443,0.16850150837257882,0.18547746370970208,0.2866681147864929,0.28115286724605243,0.08680739392060177
whip,season_to_next,reliever,True,WSI_xWHIP_lgBABIP,wsi_xlgbabip,1362,7,0.21738593238746293,0.24031471187155617,0.16830671708969558,0.18516530371939366,0.29421556288504086,0.28766040762835604,0.09164683442971666
whip,season_to_next,reliever,True,WSI_reg_tuned,WSI_reg_tuned,1362,7,0.21799536821157267,0.24047024449988205,0.16844342679264065,0.18510099146779785,0.2896572589850757,0.2796361478074067,0.08654660617032472
whip,season_to_next,reliever,True,WAI,WAI,1362,7,0.2193088953779373,0.24171270533449898,0.16936794465223923,0.18584365356218105,0.2720944815416023,0.2755059183170145,0.0755054479782592
whip,season_to_next,reliever,True,xWAI_ratio,xWAI_ratio,1362,7,0.21826777430031022,0.24069907531300735,0.16868683712147023,0.18528890785928245,0.28668721123384727,0.28341339417943484,0.08426228483888365
whip,season_to_next,reliever,True,KBB_best_plus_pWHIP,KBB_reg_component+pWHIP,1362,7,0.2179498919971434,0.2406351475464853,0.16839345029569555,0.18516488633037773,0.28760346969170225,0.28047979595973827,0.08692767912484578
whip,season_to_next,reliever,True,KBB_best_plus_pWHIP_plus_logTBF,KBB_reg_component+pWHIP+log_current_tbf,1362,7,0.21862615426281334,0.24161858364895206,0.1685867592594686,0.18564941715415598,0.2741435178780473,0.26727444337783174,0.0812526653500133
